metric_id,brand_id,visit_date,page_views,unique_visitors,bounce_rate
1967,4,2025-11-26,5613,4099,0.23
1968,4,2025-04-25,6224,3415,0.69
1969,1,2025-12-21,809,1695,0.71
1970,4,2025-02-16,7803,3652,0.38
1971,4,2025-12-27,5583,4761,0.45
1972,1,2025-11-18,7111,2995,0.44
1973,2,2025-07-25,7650,3572,0.28
1974,4,2025-03-08,6182,726,0.28
1975,3,2025-11-26,7413,1309,0.5
1976,1,2025-10-02,6758,1094,0.67
1977,3,2025-09-30,2992,4507,0.75
1978,3,2025-04-19,5202,3350,0.55
1979,3,2025-10-29,3948,3658,0.78
1980,1,2025-02-23,4990,4620,0.21
1981,3,2025-08-16,6663,2100,0.74
1982,1,2025-12-09,2696,3887,0.77
1983,2,2025-02-21,2032,3858,0.26
1984,1,2025-11-06,2694,1094,0.78
1985,1,2025-07-06,9053,4313,0.76
1986,3,2025-11-26,3711,3401,0.58
1987,2,2025-06-21,3947,943,0.66
1988,3,2025-03-06,4681,3673,0.22
1989,1,2025-04-13,3123,2965,0.77
1990,2,2025-11-05,4369,4657,0.77
1991,2,2025-10-23,3221,1987,0.27
1992,1,2025-07-24,3534,2041,0.25
1993,3,2025-07-24,8415,4967,0.61
1994,1,2025-08-21,9863,4569,0.6
1995,2,2025-11-20,3349,341,0.43
1996,1,2025-07-23,4268,4972,0.41
1997,3,2025-08-27,3234,4413,0.37
1998,1,2025-10-25,9735,1912,0.52
1999,3,2025-09-18,1756,227,0.46
2000,1,2025-08-18,9142,3895,0.45
2001,3,2025-09-30,7739,1976,0.2
2002,1,2025-03-06,3233,627,0.7
2003,1,2025-04-02,9699,4181,0.24
2004,4,2025-02-07,9414,1814,0.29
2005,2,2025-08-13,1415,852,0.27
2006,2,2025-04-13,834,919,0.67
2007,1,2025-05-07,4463,1607,0.75
2008,1,2025-03-11,8097,3204,0.58
2009,1,2025-05-12,8540,1431,0.24
2010,1,2025-05-24,7368,3068,0.59
2011,3,2025-05-27,6425,3234,0.34
2012,1,2025-12-05,2958,3767,0.61
2013,4,2025-11-18,7250,762,0.47
2014,4,2025-05-17,5702,2117,0.61
2015,3,2025-08-20,3941,966,0.62
2016,4,2025-11-12,1705,4622,0.44
2017,1,2025-08-10,3320,1146,0.5
2018,2,2025-03-15,4456,622,0.76
2019,3,2025-01-18,4997,1386,0.29
2020,3,2025-06-02,9535,4035,0.44
2021,1,2025-06-05,7235,1221,0.27
2022,3,2025-05-07,1094,605,0.26
2023,1,2025-03-12,3070,690,0.76
2024,4,2025-09-03,7759,4718,0.75
2025,4,2025-06-08,5769,3141,0.6
2026,4,2025-11-01,6004,2914,0.49
2027,1,2025-09-24,4847,766,0.59
2028,4,2025-07-23,1676,4000,0.43
2029,4,2025-01-17,4269,4111,0.29
2030,4,2025-10-04,6144,432,0.44
2031,2,2025-07-07,4088,1191,0.29
2032,1,2025-01-07,6395,808,0.6
2033,1,2025-12-15,2273,1630,0.57
2034,2,2025-08-13,9065,3743,0.26
2035,1,2025-11-11,501,1756,0.73
2036,1,2025-05-12,8121,900,0.23
2037,1,2025-10-06,1448,2278,0.63
2038,2,2025-04-13,8294,3148,0.57
2039,4,2025-09-06,9047,2678,0.39
2040,3,2025-08-11,6905,4679,0.76
2041,4,2025-06-17,3334,1774,0.73
2042,1,2025-12-26,3620,3834,0.34
2043,2,2025-05-06,6137,4119,0.76
2044,1,2025-04-09,1642,2913,0.24
2045,1,2025-05-11,8610,4630,0.34
2046,4,2025-04-05,3532,3562,0.24
2047,3,2025-06-10,4829,3111,0.78
2048,4,2025-07-04,4139,745,0.24
2049,1,2025-10-22,7220,3705,0.77
2050,4,2025-07-25,3492,4086,0.39
2051,1,2025-08-13,9075,714,0.31
2052,3,2025-07-04,2653,1000,0.61
2053,3,2025-09-18,8619,4848,0.35
2054,4,2025-08-24,659,738,0.6
2055,3,2025-03-23,7264,3616,0.52
2056,3,2025-03-10,3313,3842,0.68
2057,3,2025-08-21,5922,1586,0.72
2058,2,2025-10-15,4995,439,0.69
2059,2,2025-09-25,1030,4471,0.64
2060,1,2025-10-22,3155,4955,0.37
2061,4,2025-11-07,5627,496,0.26
2062,2,2025-01-21,4544,4882,0.38
2063,3,2025-01-25,2636,659,0.24
2064,3,2025-12-10,2491,3819,0.7
2065,3,2025-02-14,2099,4847,0.3
2066,2,2025-10-20,5345,4838,0.42
2067,1,2025-11-03,599,3695,0.73
2068,4,2025-12-15,3402,2625,0.57
2069,1,2025-06-01,9965,2028,0.68
2070,4,2025-02-04,9630,3910,0.48
2071,2,2025-02-22,8234,2435,0.65
2072,4,2025-05-19,3923,216,0.62
2073,4,2025-10-16,2432,4178,0.71
2074,2,2025-11-23,2733,4162,0.56
2075,1,2025-12-02,7125,4402,0.59
2076,4,2025-08-04,3411,4565,0.5
2077,2,2025-07-29,6492,3821,0.76
2078,2,2025-01-18,6484,4401,0.71
2079,4,2025-09-23,2091,915,0.25
2080,2,2025-06-26,5224,1677,0.39
2081,4,2025-05-04,4991,2819,0.44
2082,3,2025-07-24,4176,1182,0.32
2083,1,2025-06-22,6827,837,0.32
2084,2,2025-09-09,4359,1390,0.57
2085,1,2025-01-02,5281,3727,0.2
2086,3,2025-06-16,7742,2636,0.22
2087,2,2025-08-05,9160,575,0.65
2088,1,2025-04-11,8326,4158,0.26
2089,4,2025-02-24,863,4629,0.68
2090,1,2025-07-20,3116,4215,0.47
2091,1,2025-11-23,6380,1528,0.5
2092,1,2025-05-06,3849,3686,0.25
2093,2,2025-09-26,1081,2688,0.23
2094,4,2025-08-25,3167,1598,0.32
2095,2,2025-02-04,8796,982,0.59
2096,4,2025-03-17,1803,1055,0.67
2097,2,2025-12-17,8279,2076,0.79
2098,4,2025-11-14,7134,3948,0.74
2099,4,2025-03-04,7571,3790,0.51
2100,4,2025-10-03,7072,3310,0.49
2101,3,2025-11-28,7603,4670,0.3
2102,3,2025-03-08,8577,536,0.23
2103,2,2025-10-09,2318,1330,0.47
2104,2,2025-11-17,6305,1210,0.66
2105,4,2025-01-31,811,3502,0.65
2106,4,2025-09-09,2290,3712,0.48
2107,3,2025-03-15,2953,4739,0.7
2108,2,2025-05-24,8498,4456,0.45
2109,1,2025-05-15,8695,2491,0.21
2110,3,2025-03-28,6211,1125,0.28
2111,4,2025-11-06,2575,3292,0.51
2112,4,2025-08-25,8198,303,0.26
2113,3,2025-02-17,8728,3937,0.49
2114,3,2025-04-05,2556,4235,0.53
2115,1,2025-10-17,6356,4345,0.34
2116,1,2025-03-03,8552,4936,0.33
2117,4,2025-08-16,3101,1163,0.39
2118,1,2025-10-23,6903,745,0.8
2119,1,2025-10-22,9141,1436,0.49
2120,3,2025-06-20,6257,1765,0.56
2121,2,2025-04-23,7510,4026,0.34
2122,2,2025-05-29,5531,1526,0.46
2123,4,2025-05-14,7751,1934,0.22
2124,3,2025-10-23,3811,2987,0.6
2125,4,2025-01-19,4886,2160,0.37
2126,4,2025-11-23,7153,1361,0.66
2127,4,2025-06-08,7643,2325,0.49
2128,3,2025-04-07,7614,430,0.58
2129,4,2025-08-24,2428,2079,0.25
2130,1,2025-06-08,7083,3422,0.75
2131,1,2025-10-13,8626,1375,0.57
2132,3,2025-10-31,3814,3105,0.72
2133,1,2025-02-26,1353,823,0.59
2134,1,2025-06-08,9585,787,0.24
2135,4,2025-02-13,6049,3185,0.61
2136,2,2025-02-05,7041,1981,0.61
2137,2,2025-05-24,3311,2057,0.48
2138,1,2025-07-12,5315,1916,0.29
2139,2,2025-05-30,664,1497,0.49
2140,3,2025-06-14,3487,2520,0.71
2141,4,2025-01-12,8965,1876,0.77
2142,3,2025-03-01,4741,3120,0.52
2143,1,2025-10-18,4000,349,0.48
2144,1,2025-12-08,5878,3287,0.38
2145,1,2025-06-02,7875,2702,0.26
2146,4,2025-04-21,5713,1274,0.37
2147,1,2025-02-09,9295,4258,0.62
2148,1,2025-07-22,6558,338,0.47
2149,4,2025-06-01,4738,2708,0.55
2150,2,2025-03-12,3492,985,0.38
2151,1,2025-03-14,6959,2744,0.3
2152,3,2025-11-29,5131,1801,0.44
2153,3,2025-07-18,1798,811,0.63
2154,4,2025-12-05,1326,1650,0.63
2155,2,2025-05-26,5921,3656,0.5
2156,2,2025-05-29,6651,1301,0.38
2157,3,2025-11-11,8095,4649,0.79
2158,1,2025-07-29,9066,547,0.52
2159,4,2025-06-29,9649,3329,0.26
2160,4,2025-02-20,2990,1154,0.62
2161,2,2025-01-16,6749,4609,0.48
2162,3,2025-04-29,5009,938,0.3
2163,2,2025-04-14,8256,3711,0.49
2164,3,2025-08-16,5551,4085,0.68
2165,4,2025-03-16,5359,721,0.34
2166,1,2025-08-22,1102,4622,0.23
2167,4,2025-10-20,9030,2096,0.39
2168,3,2025-02-09,8390,1027,0.37
2169,4,2025-12-14,4070,886,0.56
2170,2,2025-01-04,1546,1433,0.4
2171,3,2025-09-04,5989,1956,0.58
2172,3,2025-10-30,3196,3673,0.45
2173,2,2025-01-28,1242,3687,0.54
2174,3,2025-06-13,7257,555,0.71
2175,1,2025-01-02,2994,4419,0.53
2176,3,2025-11-25,1644,831,0.63
2177,2,2025-12-16,1972,3138,0.22
2178,4,2025-11-14,5993,3226,0.72
2179,3,2025-10-14,8097,3853,0.6
2180,1,2025-02-03,4972,729,0.74
2181,3,2025-06-30,2734,4471,0.52
2182,4,2025-08-04,7574,4353,0.76
2183,1,2025-02-17,914,2266,0.76
2184,3,2025-10-12,6736,426,0.4
2185,1,2025-04-18,6545,2602,0.64
2186,4,2025-08-11,2036,1854,0.49
2187,1,2025-11-06,2590,1571,0.33
2188,3,2025-08-18,9651,4568,0.44
2189,2,2025-06-01,7434,4330,0.22
2190,3,2025-06-25,4889,4661,0.41
2191,4,2025-07-15,3518,3574,0.41
2192,4,2025-12-11,1430,3037,0.45
2193,3,2025-08-07,3659,1396,0.57
2194,1,2025-01-01,9366,921,0.62
2195,4,2025-12-08,7233,1658,0.57
2196,2,2025-03-16,5849,3752,0.25
2197,4,2025-11-13,5812,1037,0.21
2198,1,2025-09-17,8621,2312,0.58
2199,2,2025-10-28,2960,273,0.57
2200,4,2025-12-12,1305,4264,0.48
2201,3,2025-05-16,2027,3164,0.42
2202,3,2025-06-16,2765,1743,0.55
2203,3,2025-04-20,7316,2728,0.74
2204,1,2025-08-08,6024,3940,0.51
2205,3,2025-02-16,612,4947,0.4
2206,1,2025-03-05,5626,700,0.41
2207,1,2025-09-11,2599,3392,0.7
2208,4,2025-10-23,6072,996,0.23
2209,1,2025-06-27,4564,406,0.51
2210,1,2025-08-30,4217,206,0.71
2211,2,2025-08-11,7222,4165,0.75
2212,4,2025-01-24,7380,4735,0.59
2213,4,2025-12-28,7461,2606,0.25
2214,1,2025-02-15,1587,262,0.48
2215,2,2025-03-17,7608,4258,0.3
2216,3,2025-04-05,6049,3077,0.27
2217,4,2025-12-12,3820,2315,0.32
2218,3,2025-03-12,2019,3796,0.68
2219,1,2025-01-25,1319,632,0.34
2220,3,2025-04-22,1168,2940,0.73
2221,2,2025-01-30,4092,2723,0.7
2222,3,2025-08-27,8491,2529,0.49
2223,1,2025-05-25,3909,3495,0.74
2224,3,2025-09-15,9738,1707,0.5
2225,2,2025-06-21,4308,2262,0.79
2226,1,2025-11-28,6461,1321,0.41
2227,3,2025-11-09,7042,3097,0.76
2228,4,2025-08-01,3965,2063,0.7
2229,1,2025-07-07,5332,699,0.65
2230,4,2025-03-14,7475,3229,0.26
2231,2,2025-06-16,9642,1645,0.47
2232,3,2025-06-05,4538,2229,0.22
2233,2,2025-01-15,3041,2481,0.72
2234,1,2025-11-14,8268,4080,0.27
2235,3,2025-01-04,3645,3714,0.76
2236,2,2025-11-03,8421,2583,0.77
2237,1,2025-11-07,6106,1283,0.26
2238,2,2025-05-23,4390,3639,0.2
2239,4,2025-12-10,8201,1757,0.72
2240,3,2025-06-27,2141,2105,0.26
2241,2,2025-02-11,9814,4611,0.46
2242,4,2025-09-22,5954,2616,0.26
2243,2,2025-12-26,8239,3114,0.43
2244,4,2025-07-29,5623,2241,0.48
2245,4,2025-12-12,6978,2277,0.8
2246,2,2025-06-26,7276,1907,0.5
2247,3,2025-11-26,7621,433,0.77
2248,1,2025-10-12,1542,865,0.38
2249,2,2025-09-23,9364,845,0.39
2250,3,2025-12-01,4511,1330,0.49
2251,3,2025-11-08,6113,2287,0.46
2252,2,2025-10-12,6463,3229,0.54
2253,2,2025-04-19,1712,1701,0.78
2254,1,2025-05-04,5458,2451,0.25
2255,1,2025-08-02,8987,3352,0.3
2256,4,2025-04-14,3598,1274,0.58
2257,3,2025-07-18,3652,4466,0.27
2258,2,2025-03-13,2544,3755,0.46
2259,1,2025-08-15,695,424,0.64
2260,2,2025-05-28,9380,3878,0.23
2261,4,2025-10-17,1747,3211,0.62
2262,3,2025-02-03,8136,2518,0.36
2263,1,2025-11-29,1489,2802,0.35
2264,2,2025-02-05,1976,1525,0.28
2265,4,2025-07-30,3543,2015,0.29
2266,2,2025-07-31,5549,3140,0.72
2267,2,2025-04-17,9970,1910,0.38
2268,4,2025-01-30,5087,4989,0.39
2269,2,2025-10-14,5728,1832,0.64
2270,4,2025-02-03,5349,1679,0.29
2271,4,2025-05-18,1534,3315,0.37
2272,3,2025-08-29,6135,1198,0.37
2273,3,2025-01-20,7128,1300,0.43
2274,3,2025-07-08,4248,4322,0.77
2275,3,2025-07-04,9371,4297,0.4
2276,1,2025-02-08,9173,4838,0.66
2277,1,2025-09-09,4887,4064,0.48
2278,3,2025-08-12,9957,3062,0.67
2279,3,2025-09-13,2218,1213,0.65
2280,1,2025-09-07,1395,4565,0.69
2281,2,2025-11-19,3553,1057,0.71
2282,4,2025-11-09,7912,3637,0.28
2283,1,2025-03-11,7964,1895,0.7
2284,1,2025-02-06,993,1412,0.68
2285,2,2025-09-10,2043,1375,0.46
2286,2,2025-01-30,8701,982,0.2
2287,1,2025-05-17,5143,4676,0.53
2288,4,2025-11-22,656,3118,0.35
2289,3,2025-12-12,4988,2214,0.72
2290,1,2025-12-01,9376,3317,0.45
2291,3,2025-04-09,1765,2776,0.71
2292,2,2025-06-20,3050,1396,0.73
2293,2,2025-08-29,3954,3353,0.37
2294,4,2025-03-12,6226,2391,0.54
2295,3,2025-05-24,6393,4812,0.74
2296,2,2025-12-23,6442,2662,0.51
2297,3,2025-12-04,8159,1939,0.29
2298,4,2025-02-26,1935,3548,0.31
2299,1,2025-04-28,8309,1556,0.45
2300,2,2025-06-27,3554,1920,0.75
2301,1,2025-02-25,7132,3623,0.29
2302,2,2025-07-09,1049,4188,0.21
2303,2,2025-12-11,704,4704,0.37
2304,4,2025-06-26,9001,4392,0.3
2305,2,2025-04-29,2581,2759,0.51
2306,2,2025-11-28,8609,4410,0.73
2307,4,2025-04-16,8420,1881,0.36
2308,3,2025-09-02,9348,3443,0.75
2309,4,2025-05-20,7964,299,0.61
2310,4,2025-02-11,3609,3823,0.54
2311,4,2025-05-01,2819,4750,0.7
2312,2,2025-06-04,7763,1203,0.63
2313,3,2025-01-14,7121,3224,0.7
2314,1,2025-09-26,3664,2956,0.49
2315,2,2025-10-02,3727,2426,0.78
2316,4,2025-12-12,9382,2003,0.38
2317,4,2025-10-14,6661,1353,0.57
2318,2,2025-06-11,5618,2730,0.24
2319,4,2025-04-24,7711,2602,0.4
2320,3,2025-10-29,8712,4592,0.34
2321,1,2025-03-28,9115,4492,0.75
2322,1,2025-03-05,3662,1561,0.21
2323,4,2025-08-07,5290,4515,0.66
2324,1,2025-05-01,6321,3107,0.78
2325,3,2025-01-01,4270,743,0.58
2326,3,2025-07-19,2770,2829,0.22
2327,1,2025-09-23,1332,4657,0.55
2328,4,2025-09-19,8292,3555,0.23
2329,2,2025-05-04,8992,4082,0.23
2330,2,2025-08-25,2683,1130,0.7
2331,3,2025-04-18,3930,3511,0.32
2332,2,2025-01-03,2557,4385,0.69
2333,4,2025-05-06,4946,2033,0.78
2334,4,2025-12-19,5283,4327,0.61
2335,2,2025-08-29,6925,1325,0.64
2336,1,2025-05-20,5687,252,0.46
2337,1,2025-01-12,5309,4007,0.79
2338,1,2025-04-01,8873,4435,0.21
2339,4,2025-01-20,6158,789,0.71
2340,2,2025-11-17,2495,2456,0.3
2341,4,2025-05-15,3784,327,0.47
2342,4,2025-03-25,6874,1873,0.52
2343,4,2025-08-01,6870,827,0.24
2344,4,2025-03-25,2120,1607,0.47
2345,3,2025-02-16,2505,4059,0.45
2346,3,2025-04-12,9554,4368,0.28
2347,1,2025-06-04,2875,4153,0.22
2348,1,2025-08-07,2449,4474,0.76
2349,3,2025-05-31,2594,2146,0.34
2350,2,2025-04-02,4377,1100,0.44
2351,2,2025-03-08,1268,485,0.34
2352,2,2025-01-16,5526,4224,0.72
2353,3,2025-10-31,6361,907,0.32
2354,4,2025-07-31,5860,3207,0.29
2355,1,2025-02-08,631,1822,0.41
2356,2,2025-02-06,830,3203,0.75
2357,1,2025-03-22,3718,4963,0.61
2358,2,2025-06-01,4466,217,0.76
2359,2,2025-12-03,8637,4335,0.71
2360,2,2025-02-13,8642,742,0.7
2361,4,2025-08-19,2917,2456,0.67
2362,4,2025-11-09,2900,3091,0.59
2363,4,2025-02-21,9272,1206,0.71
2364,2,2025-09-25,3611,1161,0.61
2365,1,2025-09-20,1343,4618,0.63
2366,2,2025-01-17,6591,3498,0.34
2367,1,2025-11-16,5282,376,0.72
2368,1,2025-07-04,3938,608,0.8
2369,1,2025-08-08,1406,1515,0.48
2370,4,2025-11-24,8147,4204,0.53
2371,1,2025-10-05,8901,2247,0.35
2372,2,2025-08-11,6612,2301,0.28
2373,2,2025-09-16,1897,4111,0.61
2374,1,2025-06-15,3411,1115,0.64
2375,2,2025-05-01,7301,3174,0.59
2376,3,2025-05-20,852,4113,0.45
2377,1,2025-01-12,4669,1188,0.45
2378,3,2025-12-02,2779,725,0.37
2379,1,2025-12-19,6680,1185,0.27
2380,3,2025-11-25,1264,3392,0.77
2381,3,2025-07-11,8747,1725,0.2
2382,3,2025-11-28,2582,2415,0.35
2383,1,2025-06-21,2086,2717,0.69
2384,3,2025-08-26,8114,220,0.57
2385,2,2025-04-13,8216,4445,0.69
2386,2,2025-02-13,4153,1588,0.65
2387,2,2024-12-31,6734,3813,0.46
2388,1,2025-02-28,9531,4855,0.69
2389,2,2025-07-31,2901,3100,0.62
2390,1,2025-04-20,1483,1197,0.32
2391,3,2025-04-18,9241,947,0.61
2392,1,2025-06-22,6629,3068,0.8
2393,3,2025-03-19,9940,2245,0.72
2394,4,2025-10-28,3843,307,0.66
2395,4,2025-11-14,9605,4482,0.77
2396,3,2025-11-25,2197,1685,0.73
2397,1,2025-01-26,2638,3354,0.27
2398,1,2025-05-27,2439,597,0.62
2399,2,2025-03-13,6887,4063,0.36
2400,4,2025-01-04,8194,3795,0.51
2401,2,2025-08-07,9861,1792,0.26
2402,2,2025-03-01,4024,2689,0.53
2403,3,2025-06-28,7736,2755,0.55
2404,3,2025-05-19,5411,4194,0.25
2405,4,2025-11-06,5739,2939,0.45
2406,4,2025-08-23,4361,1449,0.29
2407,3,2025-06-13,6830,2106,0.26
2408,1,2025-07-17,9232,3644,0.2
2409,2,2025-01-04,3113,3378,0.32
2410,2,2025-12-04,2952,3728,0.29
2411,3,2025-04-12,2712,2261,0.21
2412,3,2025-10-17,1651,3890,0.66
2413,1,2025-12-05,1605,4474,0.69
2414,4,2025-08-30,3870,1697,0.37
2415,4,2025-11-10,6107,1530,0.4
2416,4,2025-05-01,4333,694,0.31
2417,4,2025-03-14,7800,1644,0.7
2418,1,2025-03-29,8856,3228,0.59
2419,3,2025-12-11,7988,2180,0.68
2420,3,2025-09-04,1858,4882,0.21
2421,3,2025-02-12,7839,1938,0.37
2422,4,2025-01-02,8057,2982,0.61
2423,4,2025-11-29,2025,2901,0.63
2424,3,2025-10-14,2682,4239,0.22
2425,3,2025-06-22,8292,3929,0.73
2426,2,2025-12-13,1268,2830,0.62
2427,4,2025-03-24,9098,627,0.53
2428,4,2025-08-13,4115,2767,0.75
2429,2,2025-03-27,3387,460,0.26
2430,4,2025-04-24,7267,3901,0.62
2431,2,2025-03-13,4905,2266,0.64
2432,1,2025-06-24,4116,217,0.78
2433,1,2025-10-15,8588,661,0.68
2434,2,2025-06-16,7055,1663,0.23
2435,4,2025-02-03,2979,4268,0.28
2436,3,2025-05-12,692,4842,0.55
2437,4,2025-05-04,4759,3187,0.21
2438,1,2025-05-23,2878,2107,0.55
2439,3,2025-10-23,7627,3044,0.6
2440,3,2025-07-13,7776,2975,0.76
2441,4,2025-01-24,8919,1204,0.27
2442,1,2025-12-12,6360,3635,0.7
2443,3,2025-07-06,4494,598,0.65
2444,3,2025-12-20,8399,2478,0.32
2445,2,2025-04-03,8014,1493,0.73
2446,4,2025-12-26,8289,3161,0.56
2447,2,2025-09-05,6266,1642,0.37
2448,2,2025-03-20,5409,2253,0.53
2449,2,2025-08-26,2964,4662,0.55
2450,1,2025-05-03,1524,500,0.44
2451,4,2025-04-06,1739,1200,0.53
2452,2,2025-03-27,3956,4985,0.61
2453,3,2025-08-19,3628,2469,0.58
2454,4,2025-01-09,1774,1294,0.7
2455,3,2025-12-02,4073,4355,0.36
2456,1,2025-06-25,9554,4540,0.48
2457,1,2025-08-24,2017,4848,0.32
2458,1,2025-03-25,8058,1995,0.28
2459,2,2025-07-16,2168,4844,0.75
2460,1,2025-02-18,7287,1350,0.31
2461,2,2025-07-27,4978,411,0.61
2462,2,2025-03-22,9413,2121,0.35
2463,2,2025-09-14,7803,4470,0.49
2464,2,2025-07-16,9091,683,0.4
2465,2,2025-02-20,9198,2981,0.54
2466,1,2025-08-08,8978,4592,0.21
2467,3,2025-11-26,6234,3003,0.45
2468,3,2025-06-07,5431,1292,0.71
2469,2,2025-05-08,3758,628,0.22
2470,2,2025-06-13,5301,3994,0.22
2471,4,2025-11-30,5312,1351,0.52
2472,1,2025-08-14,9361,1090,0.56
2473,3,2025-02-11,4925,3828,0.45
2474,2,2025-02-08,7960,4202,0.66
2475,2,2025-04-13,810,2282,0.67
2476,1,2025-11-02,4493,272,0.32
2477,4,2025-05-24,679,2414,0.56
2478,1,2025-04-22,9757,4033,0.21
2479,3,2025-05-11,9995,3868,0.33
2480,1,2025-04-16,1355,1619,0.49
2481,1,2025-09-05,7416,1560,0.69
2482,2,2025-07-21,6520,4182,0.51
2483,1,2025-03-17,651,2241,0.29
2484,2,2025-11-23,2414,2005,0.69
2485,4,2025-02-18,1614,4745,0.44
2486,1,2025-05-03,737,2727,0.25
2487,3,2025-04-21,3112,2270,0.25
2488,4,2025-03-20,6080,4358,0.77
2489,3,2025-07-04,3918,3394,0.54
2490,1,2025-02-13,1135,3061,0.32
2491,3,2025-12-26,6458,2018,0.38
2492,3,2025-03-14,3493,1937,0.22
2493,1,2025-12-05,8218,4976,0.74
2494,2,2025-08-14,6301,3527,0.41
2495,2,2025-03-04,932,4045,0.78
2496,2,2025-06-15,7950,2661,0.71
2497,3,2025-08-25,4188,3275,0.28
2498,1,2025-05-19,9514,440,0.59
2499,2,2025-04-28,2112,2799,0.31
2500,2,2025-05-13,4345,4146,0.71
2501,2,2025-10-20,7276,1834,0.74
2502,4,2025-11-03,8164,1102,0.43
2503,1,2025-09-23,9486,1752,0.4
2504,1,2025-04-22,8805,976,0.22
2505,3,2025-10-13,5383,2827,0.21
2506,3,2025-05-12,9268,1933,0.42
2507,2,2025-11-24,2408,1839,0.73
2508,3,2025-05-02,6970,950,0.39
2509,3,2025-08-01,878,695,0.4
2510,4,2025-02-24,9488,2681,0.33
2511,3,2025-10-04,3165,4175,0.63
2512,1,2025-11-04,712,4019,0.38
2513,3,2025-07-09,1162,3524,0.42
2514,2,2025-12-26,3440,255,0.22
2515,4,2025-07-06,3165,1745,0.29
2516,3,2025-10-22,863,2567,0.3
2517,3,2025-05-06,657,2343,0.29
2518,3,2025-04-18,5680,597,0.8
2519,2,2025-06-07,8406,1328,0.38
2520,1,2025-03-18,4383,1353,0.63
2521,1,2025-04-04,5697,4706,0.61
2522,4,2025-07-18,2872,731,0.73
2523,2,2025-10-10,6778,2638,0.37
2524,4,2025-07-27,4099,1011,0.21
2525,1,2025-10-23,941,4820,0.49
2526,3,2025-04-08,4007,3140,0.5
2527,4,2025-04-08,7437,1314,0.21
2528,2,2025-05-10,9983,4925,0.5
2529,2,2025-08-24,9614,1945,0.3
2530,3,2025-04-08,770,4233,0.36
2531,4,2025-04-17,644,1177,0.47
2532,1,2025-11-12,8136,4114,0.41
2533,4,2025-07-05,1030,2005,0.59
2534,4,2025-02-10,8939,1203,0.41
2535,2,2025-05-26,7518,2748,0.64
2536,4,2025-03-19,609,1148,0.31
2537,1,2025-09-14,9776,369,0.78
2538,1,2025-01-05,8046,671,0.6
2539,4,2025-06-06,6049,2921,0.38
2540,3,2025-12-11,9652,4626,0.53
2541,3,2025-12-25,3730,4218,0.3
2542,2,2025-12-17,5530,952,0.53
2543,1,2025-04-08,5389,4767,0.28
2544,4,2025-12-22,5169,3639,0.29
2545,4,2025-09-03,9519,2697,0.33
2546,2,2025-11-09,6500,3405,0.34
2547,3,2025-09-20,8465,3646,0.71
2548,2,2025-02-12,6242,1251,0.69
2549,1,2025-07-08,5114,4077,0.38
2550,2,2025-01-04,3301,3118,0.77
2551,4,2025-07-02,5626,2148,0.67
2552,2,2025-06-28,1011,3768,0.75
2553,3,2025-11-24,3593,4908,0.69
2554,4,2025-02-06,4991,2258,0.35
2555,4,2025-03-14,2665,221,0.31
2556,2,2025-09-26,2522,1383,0.34
2557,4,2025-01-28,635,2081,0.29
2558,2,2025-04-06,8717,4572,0.56
2559,4,2025-11-30,3465,3753,0.22
2560,3,2025-10-20,1501,3669,0.71
2561,1,2025-12-15,9089,2553,0.27
2562,1,2025-06-16,8621,4082,0.61
2563,4,2025-07-11,3582,1342,0.35
2564,4,2025-09-23,8435,4054,0.32
2565,4,2025-08-01,2882,1152,0.47
2566,3,2024-12-31,8221,1514,0.72
2567,1,2025-08-16,4161,3444,0.56
2568,4,2025-08-02,3567,1936,0.53
2569,1,2025-02-01,9268,3770,0.56
2570,1,2025-03-08,1853,4480,0.23
2571,1,2025-05-02,5405,2814,0.4
2572,2,2025-05-14,5743,1829,0.5
2573,1,2025-12-18,4618,1108,0.75
2574,2,2025-09-19,4091,3367,0.66
2575,4,2025-08-06,1790,762,0.44
2576,2,2025-04-23,8224,605,0.35
2577,2,2025-01-17,1663,2034,0.77
2578,4,2025-01-29,4729,4967,0.21
2579,2,2025-05-23,5863,3890,0.25
2580,4,2025-10-16,4129,790,0.56
2581,1,2025-12-11,1864,4641,0.41
2582,3,2025-08-13,684,3270,0.65
2583,3,2025-08-06,8954,4181,0.72
2584,2,2025-03-21,1906,4271,0.26
2585,3,2025-04-27,5265,382,0.68
2586,4,2025-02-20,3491,2196,0.29
2587,3,2025-09-18,4345,4160,0.35
2588,2,2025-09-20,904,2909,0.66
2589,4,2025-10-14,1321,3985,0.3
2590,4,2025-02-25,4473,1200,0.73
2591,3,2025-04-18,6063,1618,0.77
2592,1,2025-04-08,7633,1363,0.42
2593,3,2025-06-14,4001,4959,0.36
2594,4,2025-08-08,3545,1295,0.35
2595,3,2025-03-06,1439,1845,0.68
2596,2,2025-06-16,3060,3552,0.33
2597,3,2025-08-22,5407,4795,0.33
2598,3,2025-11-03,798,3235,0.8
2599,3,2025-01-29,9180,3393,0.21
2600,2,2025-02-07,7929,4216,0.67
2601,2,2025-03-23,6881,4289,0.39
2602,4,2025-06-07,9303,393,0.67
2603,2,2025-07-25,6045,3962,0.7
2604,1,2025-05-07,2212,3952,0.51
2605,4,2025-07-03,5803,506,0.3
2606,3,2025-05-01,2698,1293,0.32
2607,3,2025-06-02,5304,1463,0.23
